pixel_id,latitude_x,longitude_y,amplitude_onda,curvatura_ricci
822,25,22,254.0,0.0
823,25,23,254.0,0.0
824,25,24,254.0,0.0
825,25,25,254.0,0.0
826,25,26,254.0,0.0
827,25,27,254.0,0.0
828,25,28,254.0,0.0
829,25,29,254.0,0.0
830,25,30,254.0,0.0
831,25,31,254.0,0.0
832,26,0,254.0,0.0
833,26,1,254.0,0.0
834,26,2,254.0,0.0
835,26,3,254.0,0.0
836,26,4,254.0,0.0
837,26,5,254.0,0.0
838,26,6,254.0,0.0
839,26,7,254.0,0.0
840,26,8,254.0,0.0
841,26,9,254.0,0.0
842,26,10,254.0,0.0
843,26,11,254.0,0.0
844,26,12,254.0,0.0
845,26,13,254.0,0.0
846,26,14,254.0,0.0
847,26,15,254.0,0.4412763
848,26,16,254.0,1.5949441
849,26,17,254.0,0.0
850,26,18,254.0,0.0
851,26,19,254.0,0.0
852,26,20,254.0,0.0
853,26,21,254.0,0.0
854,26,22,254.0,0.0
855,26,23,254.0,0.0
856,26,24,254.0,0.0
857,26,25,254.0,0.0
858,26,26,254.0,0.0
859,26,27,254.0,0.0
860,26,28,254.0,0.0
861,26,29,254.0,0.0
862,26,30,254.0,0.0
863,26,31,254.0,0.0
864,27,0,254.0,0.0
865,27,1,254.0,0.0
866,27,2,254.0,0.0
867,27,3,254.0,0.0
868,27,4,254.0,0.0
869,27,5,254.0,0.0
870,27,6,254.0,0.0
871,27,7,254.0,0.0
872,27,8,254.0,0.0
873,27,9,254.0,0.0
874,27,10,254.0,0.0
875,27,11,254.0,0.0
876,27,12,254.0,0.0
877,27,13,254.0,0.0
878,27,14,254.0,0.0
879,27,15,254.0,0.0
880,27,16,254.0,0.0
881,27,17,254.0,0.0
882,27,18,254.0,0.0
883,27,19,254.0,0.0
884,27,20,254.0,0.0
885,27,21,254.0,0.0
886,27,22,254.0,0.0
887,27,23,254.0,0.0
888,27,24,254.0,0.0
889,27,25,254.0,0.0
890,27,26,254.0,0.0
891,27,27,254.0,0.0
892,27,28,254.0,0.0
893,27,29,254.0,0.0
894,27,30,254.0,0.0
895,27,31,254.0,0.0
896,28,0,254.0,0.0
897,28,1,254.0,0.0
898,28,2,254.0,0.0
899,28,3,254.0,0.0
900,28,4,254.0,0.0
901,28,5,254.0,0.0
902,28,6,254.0,0.0
903,28,7,254.0,0.0
904,28,8,254.0,0.0
905,28,9,254.0,0.0
906,28,10,254.0,0.0
907,28,11,254.0,0.0
908,28,12,254.0,0.0
909,28,13,254.0,0.0
910,28,14,254.0,0.0
911,28,15,254.0,0.0
912,28,16,254.0,0.0
913,28,17,254.0,0.0
914,28,18,254.0,0.0
915,28,19,254.0,0.0
916,28,20,254.0,0.0
917,28,21,254.0,0.0
918,28,22,254.0,0.0
919,28,23,254.0,0.0
920,28,24,254.0,0.0
921,28,25,254.0,0.0
922,28,26,254.0,0.0
923,28,27,254.0,0.0
924,28,28,254.0,0.0
925,28,29,254.0,0.0
926,28,30,254.0,0.0
927,28,31,254.0,0.0
928,29,0,254.0,0.0
929,29,1,254.0,0.0
930,29,2,254.0,0.0
931,29,3,254.0,0.0
932,29,4,254.0,0.0
933,29,5,254.0,0.0
934,29,6,254.0,0.0
935,29,7,254.0,0.0
936,29,8,254.0,0.0
937,29,9,254.0,0.0
938,29,10,254.0,0.0
939,29,11,254.0,0.0
940,29,12,254.0,0.0
941,29,13,254.0,0.0
942,29,14,254.0,0.0
943,29,15,254.0,0.0
944,29,16,254.0,0.0
945,29,17,254.0,0.0
946,29,18,254.0,0.0
947,29,19,254.0,0.0
948,29,20,254.0,0.0
949,29,21,254.0,0.0
950,29,22,254.0,0.0
951,29,23,254.0,0.0
952,29,24,254.0,0.0
953,29,25,254.0,0.0
954,29,26,254.0,0.0
955,29,27,254.0,0.0
956,29,28,254.0,0.0
957,29,29,254.0,0.0
958,29,30,254.0,0.0
